input_text,target_text,category
"paraphrase: sensor cahaya yang istimewa dan sensitif mengambil cahaya, katanya.",detektor cahaya yang sensitif kemudian mencari cahaya biru.,creative
"paraphrase: subjek selanjutnya diberi semprotan di hidung rhinovirus, kuman kecil jahat yang menyebabkan pilek.","setelah penilaian mereka, setiap sukarelawan menerima semprotan di hidung rhinovirus, kuman yang menyebabkan pilek.",creative
paraphrase: celf mengatakan ibm mengejar keanggotaan dan berencana untuk menjadi peserta aktif di forum.,"ibm mengejar keanggotaan dan berencana untuk menjadi peserta aktif di celf, menurut berbagai anggota celf.",balanced
"paraphrase: orang indonesia kedua, imam samudra, yang disebut ""komandan lapangan"" dari pemboman, dijatuhi hukuman mati bulan lalu.","imam samudra, pemimpin tim yang melakukan pemboman, dijatuhi hukuman mati bulan lalu.",creative
"paraphrase: indeks 500 standard poor kehilangan 6,77, atau 0,7 persen, menjadi 927,62 pada pukul 10:33 pagi di new york.","indeks 500 standard poor s standard .spx melepaskan 0,17 poin, atau hanya 0,02 persen, menjadi 934.",creative
paraphrase: hampir 6.000 pengemudi mta dan operator kereta bergabung dengan mekanik di garis piket.,hampir 6.000 pengemudi mta dan operator melatih kemudian keluar dari pekerjaan dalam solidaritas.,creative
"paraphrase: taher, yang bertindak melawan saran pengacaranya, menjadi anggota kelima dari kelompok enam orang yaman-amerika yang memasuki perjanjian pembelaan dengan pemerintah dalam kasus ini.","taher, yang bertindak melawan saran pengacaranya, menjadi anggota kelima dari enam yang memasuki perjanjian pembelaan dengan pemerintah.",balanced
"paraphrase: el watan, sebuah surat kabar aljazair, melaporkan bahwa para penculik itu dengan keras menolak serangan angkatan darat pagi ini, menembakkan senapan kalashnikov.","el watan, sebuah surat kabar aljazair, melaporkan bahwa para penculik melakukan perlawanan sengit selama serangan angkatan darat, menembakkan senapan kalashnikov.",balanced
"paraphrase: sementara persediaan aspirin sebulan dapat berharga kurang dari 10, jumlah ticlopidine yang setara dapat berjalan secara signifikan lebih dari 100.","sementara persediaan aspirin sebulan dapat berharga di bawah 10, jumlah ticlopidine yang setara dapat berjalan lebih dari 100.",balanced
"paraphrase: penumpang akan diberikan pengembalian dana dan voucher untuk perjalanan lain, katanya.",penumpang di kapal pesiar itu harus diberikan pengembalian dana dan voucher untuk perjalanan lain.,creative
"paraphrase: seorang anggota kolektif chart-topping begitu kru yang solid membuang pistol yang dimuat di gang ketika ia melarikan diri dari polisi, sebuah pengadilan mendengar kemarin.","seorang anggota kelompok rap begitu kru yang solid membuang senjata yang dimuat selama pengejaran polisi, pengadilan southwark crown diberitahu kemarin.",creative
paraphrase: setiap hari lebih banyak tentara amerika meninggal.,kami kehilangan satu atau dua tentara amerika setiap hari.,creative
paraphrase: perwakilan trillian tidak mengembalikan komentar yang meminta email.,perwakilan tidak membalas panggilan yang mencari komentar tambahan.,creative
"paraphrase: saham iac ditutup kemarin turun 2,81, atau 7,6 persen, pada 34,19.","saham interactivecorp ditutup pada 34,19, turun 2,81, atau 7,6 persen di pasar saham nasdaq.",balanced
"paraphrase: untuk membuat kondilus, dr mao dan kolega adel alhadlaq menggunakan sel induk dewasa yang diambil dari sumsum tulang tikus.",dia dan seorang kolega menciptakan kondilus artikular menggunakan sel induk yang diambil dari sumsum tulang tikus.,creative
"paraphrase: bagian senat dari ruu medicare hampir pasti, mungkin sedini hari ini.",bagian senat dari ruu medicare hampir pasti senin.,creative
"paraphrase: pada usia 12, lionel tate didakwa dengan pembunuhan tingkat pertama atas kematian tiffany eunick.","tate berusia 12 tahun ketika dia didakwa mengalahkan tiffany eunick, 6, sampai mati pada juli 1999.",creative
paraphrase: maskapai ini mengatakan hasilnya menunjukkan bahwa program pemulihannya dan inisiatif lain membantu mengimbangi kerusakan pendapatan yang berkelanjutan.,dikatakan hasil hari ini menunjukkan bahwa program dan langkah -langkah lain membantu mengimbangi kerusakan pendapatan yang berkelanjutan.,creative
paraphrase: beratnya rata -rata 220 pound (100 kg) dan perlu kehilangan antara 30 dan 80 pound.,beratnya rata -rata 100 kilogram dan perlu kehilangan antara 14 dan 36 kilogram.,creative
"paraphrase: saham oracle juga lebih tinggi, diperdagangkan naik 12 sen pada 13,60.","saham oracle rose rose rose 14 sen redwood menjadi 13,62.",creative
"paraphrase: responden yang menilai kondisi bisnis saat ini sebagai ""buruk"" meningkat menjadi 30,4 dari 28,1 pada bulan juni.","""peringkat tersebut menyajikan kondisi bisnis sebagai buruk meningkat menjadi 30,4 persen dari 28,1 persen,"" kata laporan itu.",creative
"paraphrase: mr. dewhurst telah menyerukan ""periode pendinginan"" antara sesi khusus, yang dapat memberi demokrat waktu di rumah.","dewhurst telah menyarankan periode pendinginan, yang bisa memberi para senator waktu untuk pulang.",creative
"paraphrase: wyeth memperkirakan bahwa 1,2 juta wanita terus minum pil prempro, turun dari sekitar 3,4 juta sebelum penelitian dihentikan musim panas lalu.","wyeth memperkirakan bahwa 1,2 juta wanita masih mengambil pil prempro, turun dari sekitar 3,4 juta sebelum studi whi dihentikan tahun lalu.",balanced
"paraphrase: microsoft mengatakan pada hari jumat bahwa mereka menghentikan pengembangan versi macintosh di masa depan dari browser internet explorer, mengutip persaingan dari browser safari apple computer.","microsoft akan berhenti mengembangkan versi perangkat lunak browser internet explorer untuk komputer macintosh, mengatakan bahwa apple s safari sekarang adalah semua yang dibutuhkan apple.",creative
paraphrase: kami saat ini berusaha memahami ruang lingkup dan rincian penyelidikan. . . .,weber mengatakan kamis malam bahwa perusahaan masih berusaha memahami ruang lingkup dan rincian penyelidikan.,creative
paraphrase: kepala eksekutif rod eddington akan bertemu dengan tiga serikat pekerja secara terpisah pada senin sore.,eddington akan bertemu dengan dua serikat lainnya secara terpisah pada hari senin.,creative
"paraphrase: pendapatan operasi turun 4,5 persen menjadi 2,3 miliar dari tahun sebelumnya.","pendapatan operasi turun sekitar 1 persen menjadi 4,55 miliar, dari 4,59 miliar.",creative
"paraphrase: ""hukuman itu mencerminkan keseriusan yang dengannya kantor kami dan pengadilan memandang kejahatan ini,"" kata spitzer dalam sebuah pernyataan.","spitzer mengatakan dalam sebuah pernyataan bahwa hukuman itu ""mencerminkan keseriusan yang dengannya kantor kami dan pengadilan memandang kejahatan ini.""",safe
"paraphrase: pemungutan suara datang hanya dua hari setelah kurdi menyapu pemilihan dewan kota, mengambil satu blok suara terbesar di dewan 30 kursi.",pemungutan suara untuk walikota mengikuti pemilihan dewan kota yang memberi kurdi blok suara terbesar di dewan 30 kursi.,creative
"paraphrase: seorang mantan kandidat untuk gubernur new york, ia menata dirinya seorang penganjur pemerintahan perusahaan yang lebih baik.","mr. mccall, yang berlari tidak berhasil untuk gubernur new york pada tahun 2002, menata dirinya seorang penganjur pemerintahan perusahaan yang lebih baik.",creative
"paraphrase: ""kami akan terus berjuang dalam hukum . melawan kelompok teroris ini dan mereka yang mendukungnya.""","kami akan terus berjuang, dalam hukum, melawan band teroris. """,creative
"paraphrase: di bawah perjanjian tersebut, pemegang saham lendingtree akan menerima 0,6199 dari saham usai untuk setiap saham di lendingtree.","di bawah saham yang diusulkan untuk transaksi saham, pemegang saham lendingtree akan mendapatkan 0,6199 saham biasa usai untuk setiap saham dari saham biasa lendingtree.",balanced
"paraphrase: untuk kuartal pertama, hp menarik 2,94 miliar dan menangkap 27,9 persen dari pasar.","h-p berada di urutan kedua dengan hampir 3,32 miliar dalam penjualan dan 26 persen dari pendapatan pasar.",creative
"paraphrase: keputusan itu juga bisa terbukti bermanfaat dalam ""perang melawan terorisme"".",keputusan hari selasa bisa terbukti bermanfaat bagi pemerintah dalam perang melawan terorisme.,creative
"paraphrase: itu seharusnya menjadi standar - bukan berapa banyak orang yang mendaftar, ""katanya.","""itu seharusnya menjadi standar, bukan berapa banyak orang yang benar -benar mendaftar,"" mr. rule mengatakan kepada hakim.",balanced
"paraphrase: beberapa jam kemudian, dpr memilih 256 hingga 170 untuk meloloskan undang-undang restorasi hutan sehat yang disponsori oleh rep. scott mcinnis, r-colo.","dpr memilih 256-170 pada hari selasa untuk menyetujui ruu yang disponsori oleh rep. scott mcinnis, r-colo.",creative
paraphrase: dewan peoplesoft sekarang memiliki 10 hari kerja untuk mengevaluasi penawaran oracle dan membuat rekomendasi kepada pemegang sahamnya.,"namun demikian, peoplesoft harus meninjau penawaran tender oracle dan membuat rekomendasi kepada pemegang saham.",creative
"paraphrase: jika ekuitas ekstra untuk proyek tidak dapat ditemukan, direktur austmag harus meninggalkan proyek untuk menghindari perdagangan saat perusahaan bangkrut.","jika ekuitas ekstra untuk proyek tidak dapat ditemukan, direktur amc harus meninggalkannya untuk menghindari perdagangan sementara amc bangkrut.",balanced
"paraphrase: dalam posisi itu, elias akan melapor kepada joe tucci, presiden dan ceo emc.","sebagai wakil presiden eksekutif new ventures, elias akan melapor kepada joe tucci, presiden dan kepala eksekutif emc.",creative
"paraphrase: kelompok ini akan dipimpin oleh pejabat departemen luar negeri john s. wolf, yang telah bertugas di australia, vietnam, yunani dan pakistan.","kelompok ini akan dipimpin oleh john s. wolf, asisten sekretaris negara yang telah bertugas di australia, vietnam, yunani dan pakistan.",balanced
"paraphrase: mr martin mengatakan perusahaan ""sangat optimis mengenai beberapa peningkatan dalam tren penjualan dan kinerja operasi pada paruh kedua tahun 2003"".","kami sangat optimis mengenai beberapa peningkatan tren kinerja penjualan dan operasi pada paruh kedua tahun 2003. """,balanced
"paraphrase: para delegasi mengatakan mengumpulkan dan mendistribusikan dana telah dipersulit oleh penumpasan as tentang yayasan amal jihad, rekening bank organisasi terkait teror dan transfer uang.","pasukan bin laden menunjukkan bahwa mengumpulkan dan mendistribusikan dana telah dipersulit oleh penumpasan as tentang yayasan amal jihad, rekening bank organisasi terkait teror dan transfer uang.",balanced
"paraphrase: ""menghapus pengabaian tidak ada artinya ketika oracle masih memiliki litigasi yang tertunda di delaware yang menentang transaksi peoplesoft j.d. edwards,"" jawab peoplesoft.","dalam pernyataan publik, seorang juru bicara mengatakan: ""menghapus pengabaian tidak ada artinya ketika oracle masih menunggu litigasi di delaware yang menentang transaksi peoplesoft j.d. edwards.""",balanced
"paraphrase: penyanyi itu telah berada di ventilator sejak kecelakaan di perkebunannya di buckinghamshire tadi malam, tetapi kondisinya digambarkan sebagai ""stabil"" dan ""nyaman"".","penyanyi itu telah berada di ventilator sejak kecelakaan di perkebunannya di buckinghamshire pada hari senin, dengan kondisinya tadi malam digambarkan sebagai ""stabil dan nyaman"".",safe
"paraphrase: format tersebut harus merupakan standar terbuka yang telah diratifikasi secara resmi oleh organisasi standar yang diakui secara internasional, dan ip harus dilisensikan dengan persyaratan yang wajar dan tidak diskriminatif.","format harus diratifikasi secara formal oleh organisasi standar yang diakui secara internasional, dan ip harus dilisensikan dengan persyaratan yang wajar dan tidak diskriminatif, tambah mereka.",balanced
"paraphrase: sementara ibrahims memiliki satu operasi pemisahan, goodrich dan dr. david staffenberg merencanakan sekitar tiga untuk aguirres, dengan beberapa minggu di antara masing -masing.","alih -alih satu operasi panjang untuk memisahkan si kembar, goodrich dan dr. david staffenberg merencanakan sekitar tiga, dengan masing -masing beberapa minggu.",creative
"paraphrase: kami bertindak karena kami melihat bukti yang ada dalam cahaya baru, melalui prisma pengalaman kami pada 11 september, ""kata rumsfeld.","sebaliknya, as bertindak karena administrasi melihat ""bukti yang ada dalam cahaya baru, melalui prisma pengalaman kami pada 11 september"".",balanced
"paraphrase: tetapi indeks russell 2000, barometer saham perusahaan yang lebih kecil, memiliki keuntungan mingguan 3,71, atau 0,9 persen, ditutup pada 418,40.","tetapi russell 2000, barometer saham perusahaan kecil, memiliki keuntungan mingguan 3,71, atau 0,9 persen, ditutup pada 418,40.",safe
"paraphrase: ""kami berkomitmen untuk membantu rakyat irak berada di jalan menuju masyarakat bebas,"" kata rumsfeld dalam pidatonya kepada dewan hubungan luar negeri.","""kami berkomitmen untuk membantu rakyat irak berada di jalan menuju masyarakat bebas,"" katanya.",creative
paraphrase: mereka mengatakan dia akan terbuka untuk membiarkan lisensi itu pergi ke kota chicago.,schafer mengatakan gubernur akan terbuka untuk menawarkan lisensi terakhir untuk perahu sungai di chicago.,creative
"paraphrase: ulang tahunnya, 21 april, dinyatakan sebagai hari libur umum dan dia menghadiri resepsi dan bola.","ketika neneknya, princess elizabeth saat itu, berusia 21 tahun pada tahun 1947, hari itu dinyatakan sebagai hari libur umum, dan dia menghadiri resepsi dan bola.",creative
paraphrase: investigasi itu ditutup tanpa biaya apa pun.,investigasi ditutup tanpa biaya pada tahun 2001.,creative
paraphrase: seorang anggota senior malaysia ji bersaksi pada bulan juni bahwa bashir telah menyetujui serangan bom gereja dan telah mengadakan pertemuan untuk merencanakan pembunuhan megawati.,seorang anggota senior malaysia jemaah islamiah bersaksi pada 26 juni bahwa bashir telah menyetujui serangan bom gereja dan juga mengadakan pertemuan untuk merencanakan pembunuhan megawati.,balanced
"paraphrase: yang terbaru adalah pada tahun 1998, ketika dr barnett slepian terbunuh di rumahnya di amherst, new york.","pembunuhan terbaru adalah pada tahun 1998, ketika dr. barnett slepian ditembak dan dibunuh di rumahnya di amherst, n.y.",creative
paraphrase: sweeney mengatakan dia akan secara resmi mengumumkan pembentukan serikat baru pada hari rabu di detroit.,sweeney akan secara resmi mengumumkan kampanye dalam pidatonya pada hari rabu di detroit.,creative
"paraphrase: ""undang -undang ini menguntungkan seluruh negara bagian illinois, setiap kota, setiap kota, setiap warga negara,"" blagojevich mengatakan kepada kerumunan kelas berat politik di o hare.","""undang -undang yang saya bangga menandatangani hari ini menguntungkan seluruh negara bagian illinois, setiap kota, setiap kota, setiap warga negara.",creative
paraphrase: seorang pemberontak yang ditangkap mengatakan lebih dari 2.000 pemberontak terlibat dalam serangan itu.,pemberontak yang ditangkap mengatakan 2.100 pejuang telah terlibat dalam ofensif.,creative
"paraphrase: sudah, dampak gerakan china mengirimkan riak ke wilayah tersebut.","sudah, gerakan china mengirimkan riak ke wilayah tersebut.",safe
"paraphrase: mereka yang berusia dua puluhan yang ejakulasi lebih dari lima kali seminggu lebih kecil kemungkinannya untuk mengembangkan kanker prostat agresif di kemudian hari, kata mereka.",mereka yang ejakulasi lebih dari lima kali seminggu adalah sepertiga lebih kecil kemungkinannya untuk mengembangkan kanker prostat yang serius di kemudian hari.,balanced
"paraphrase: para pemimpin yahudi dan muslim menyatakan ngeri pada proposal, yang belum disetujui.","para pemimpin yahudi dan muslim keberatan dengan proposal, yang tidak pernah disetujui.",creative
"paraphrase: saham mewakili lebih dari setengah 115,9 juta saham yang diadakan turner pada akhir april, menurut data bloomberg.","penjualan tersebut mewakili sekitar 52 persen dari 115,9 juta saham yang diadakan turner pada akhir april.",creative
"paraphrase: ""jerman berada di jalan yang benar,"" kata mr. schrder, menentukan rencana reformasi struktural yang diumumkan pemerintah, yang dikenal sebagai agenda 2010, dan pemotongan pajak.","""jerman berada di jalan yang benar,"" tambahnya, menentukan rencana reformasi struktural yang diumumkan pemerintah, yang dikenal sebagai agenda 2010, dan pemotongan pajak.",safe
paraphrase: sekitar 10 persen sekolah menengah dan 16 persen siswa dasar harus mahir dalam matematika.,"dalam matematika, 16 persen siswa sekolah dasar dan menengah dan 9,6 persen siswa sekolah menengah harus mahir.",balanced
paraphrase: dokter berspekulasi bahwa estrogen tubuh sendiri melindungi terhadap kerusakan sel dan meningkatkan aliran darah.,keyakinan mereka didasarkan pada spekulasi bahwa estrogen mencegah kerusakan sel dan meningkatkan aliran darah.,creative
paraphrase: analis gartner mengatakan bahwa bisnis belum merasa cukup percaya diri untuk meningkatkan pc perusahaan.,"terlebih lagi, perusahaan tidak merasa cukup percaya diri untuk menggantikan pc yang lebih tua, kata perusahaan analis itu.",creative
"paraphrase: kamar dagang amerika dan investhk, yang mengawasi investasi ke wilayah tersebut, sedang berbicara dengan band -band lain untuk meminta mereka masuk.","kamar dagang amerika dan investhk, yang mengawasi investasi ke wilayah tersebut, sedang berbicara dengan band -band lain untuk menggantikan batu.",balanced
"paraphrase: sementara itu, pesaing saingan, nbc general electric, mengajukan surat minat, sumber yang akrab dengan masalah tersebut.","pesaing lain termasuk ge.n nbc general electric, yang mengajukan surat minat, sumber yang akrab dengan masalah tersebut.",balanced
"paraphrase: kebakaran di wilayah extremadura spanyol, yang berbatasan dengan portugal, telah memaksa ratusan orang untuk mengevakuasi rumah mereka.","kebakaran di wilayah ekstramadura spanyol yang berbatasan dengan portugal, dan provinsi avila memaksa ratusan orang untuk meninggalkan rumah mereka.",balanced
"paraphrase: pada tahun 2001, evan membantu menemukan program non-kekerasan setelah sekolah yang dinamai berdasarkan tembakan mahasiswa dan dibunuh oleh seorang anggota geng remaja, kata alexis lukas, pengawas program.","pada tahun 2001, nash membantu menemukan program non-kekerasan setelah sekolah dinamai seorang mahasiswa yang ditembak secara fatal oleh seorang anggota geng berusia 14 tahun, kata pengawas program alexis lukas.",balanced
"paraphrase: ""masih harus dilihat apakah pemulihan pendapatan akan berumur pendek atau panjang,"" kata sprayregen.","""masih harus dilihat apakah pemulihan pendapatan akan berumur pendek atau lama,"" kata james sprayregen, pengacara kebangkrutan ual, di pengadilan.",balanced
paraphrase: pihak berwenang tidak memiliki bukti untuk menyarankan kedua insiden itu terhubung.,"tidak ada bukti langsung bahwa kedua insiden itu terhubung, kata polisi.",creative
"paraphrase: lebih dari 1.000 orang melakukan sebagian besar protes damai selama pembicaraan, menyatakan bahwa makanan yang dimodifikasi secara genetik bukanlah jawaban atas masalah makanan dunia.","lebih dari 1.000 orang berkumpul selama tiga hari, menyatakan bahwa makanan yang dimodifikasi secara genetik bukanlah jawaban untuk masalah makanan dunia.",balanced
paraphrase: saya pikir ada sedikit harapan yang diinvestasikan di mcnabb dan dia mendapat banyak kredit untuk kinerja timnya yang benar -benar tidak pantas dia dapatkan.,"ada sedikit harapan yang diinvestasikan di mcnabb, dan dia mendapat banyak kredit untuk kinerja tim ini yang tidak pantas dia dapatkan. """,balanced
"paraphrase: ketentuan keuangan kesepakatan, yang diperkirakan akan ditutup bulan ini, tidak dirilis.","ketentuan keuangan penjualan, yang diharapkan akan selesai pada akhir agustus, tidak diungkapkan.",creative
"paraphrase: pada hari rabu, planet merah akan datang sedekat mungkin dalam 60.000 tahun.","pada hari rabu, pukul 19:51, mars akan menjadi yang terdekat dengan bumi selama 59.619 tahun.",creative
"paraphrase: kantor fbi ""kurang dari 10"" telah melakukan investigasi yang melibatkan kunjungan ke masjid, kata departemen kehakiman.","selain itu, departemen kehakiman mengatakan bahwa fbi telah melakukan investigasi kurang dari 10 yang melibatkan kunjungan ke masjid.",balanced
"paraphrase: indeks saham standard poor s 500 mengakhiri kuartal naik 120 poin, kenaikan 14 persen, kinerja terbaik untuk tolok ukur pasar yang luas sejak 1998.","indeks 500-stok standar dan miskin, koleksi luas ekuitas yang mewakili perusahaan-perusahaan terkemuka, menyelesaikan kuartal terbaiknya kemarin sejak tiga bulan terakhir tahun 1998.",creative
"paraphrase: ""ini adalah awan yang menggantung di atas kredibilitas mereka, kata -kata mereka,"" kata hagel.","""ini adalah awan yang menggantung di atas kredibilitas mereka, kata -kata mereka,"" kata hagel di abc ""minggu ini.""",safe
"paraphrase: dia mengatakan enam berasal dari douglas county, wilayah oregon barat daya yang mencakup roseburg, dan dua berasal dari daerah portland.","enam berasal dari douglas county, yang termasuk roseburg, dan dua dari daerah portland.",balanced
"paraphrase: ""kekuatan permintaan untuk kredit meningkatkan bahaya yang terkait dengan keterlambatan (kenaikan tarif) yang disebut dengan alasan ekonomi makro umum,"" kata macfarlane.","kekuatan permintaan untuk kredit meningkatkan bahaya yang terkait dengan menunda pengetatan kebijakan yang disebut dengan alasan ekonomi makro umum. """,creative
paraphrase: pendukung mengatakan kasino kota akan menarik wisatawan dan konvensional yang akan bertaruh dan menghabiskan uang di restoran dan toko.,pendukung mengatakan orang -orang itu akan bertaruh dan memiliki cukup uang yang tersisa untuk dibelanjakan di restoran dan toko.,creative
"paraphrase: ""inilah yang terjadi: saya pergi ke situs web mereka dan mulai mengeluh kepada mereka, tolong, tolong, tolong berhenti mengganggu saya,"" katanya. ""","""saya pergi ke situs web mereka dan mulai mengeluh kepada mereka, tolong, tolong, tolong berhenti mengganggu saya,"" tuan booher mengatakan kepada seorang reporter.",balanced
paraphrase: berita itu muncul ketika pihak berwenang di taiwan mengkarantina ratusan di dua rumah sakit besar di tengah kekhawatiran epidemi yang meluas dari sindrom pernapasan akut parah di pulau yang mengatur sendiri.,ancaman itu terjadi ketika otoritas taiwan mengarantina ratusan di dua rumah sakit di tengah kekhawatiran epidemi sindrom pernapasan akut yang parah.,creative
"paraphrase: menggunakan bookmark dan bolak -balik - kami memiliki sekitar delapan belas hal berbeda yang kami pikirkan untuk browser, ""katanya kepada audiensi industri di london kemarin.","menggunakan bookmark dan bolak -balik - kami memiliki sekitar delapan belas hal berbeda yang kami pikirkan untuk browser. """,balanced
"paraphrase: namun institut mengatakan departemen itu ""sangat meremehkan"" perubahan yang akan terjadi di bawah proposal.",tetapi institut mengatakan departemen woelly meremehkan perubahan yang akan terjadi jika proposal diterapkan.,creative
"paraphrase: ""mungkin ini bukan waktu termudah untuk masuk dan mengambil alih program antar -jemput, tetapi saya menantikan tantangannya,"" kata parsons kepada wartawan di markas nasa.","""mungkin ini bukan waktu termudah untuk masuk dan mengambil alih program antar -jemput,"" kata parsons pada konferensi pers di markas nasa.",balanced
"paraphrase: pemerintah as dan pakar teknologi swasta memperingatkan rabu bahwa peretas berencana untuk menyerang ribuan situs web pada hari minggu dalam ""kontes"" yang terkoordinasi secara longgar yang dapat mengganggu lalu lintas internet.","pemerintah as dan pakar teknologi swasta telah memperingatkan bahwa peretas berencana untuk menyerang ribuan situs web pada hari minggu dalam ""kontes"" yang terkoordinasi secara longgar yang dapat mengganggu lalu lintas internet.",safe
"paraphrase: uaw awal pekan ini mencapai perjanjian tentatif, juga selama empat tahun, dengan ford motor co., kelompok chrysler daimlerchrysler ag dan pemasok visteon corp.","serikat pekerja awal pekan ini mengumumkan perjanjian tentatif dengan ford motor co., kelompok chrysler daimlerchrysler ag dan pemasok visteon corp.",balanced
paraphrase: dia dikelilingi oleh sekitar 50 wanita yang menyesal melakukan aborsi.,dia dikelilingi oleh sekitar 50 wanita yang melakukan aborsi tetapi sekarang menyesal melakukannya.,balanced
"paraphrase: sekarang, untuk pertama kalinya, mereka yang tidak memiliki akses internet dapat mendaftar dengan satu panggilan telepon.","sekarang, untuk pertama kalinya, mereka yang tidak memiliki akses internet dapat mendaftar melalui telepon dengan melakukan panggilan bebas pulsa ke (888) 382-1222.",creative
paraphrase: mr. marshall menunjukkan preferensi untuk hasil daripada retorika dalam mempersiapkan undang -undang hak sipil.,marshall menunjukkan preferensi untuk hasil daripada retorika dalam mempersiapkan undang -undang hak sipil yang disahkan pada november 1964.,balanced
"paraphrase: ceo hynix e.j. woo mengutuk keputusan menyebut keputusan itu sebagai ""tindakan keterlaluan yang ditujukan untuk agenda tersembunyi.""","sementara itu, semikonduktor hynix menyuarakan kritik kuat terhadap amerika serikat, menyebut keputusannya sebagai ""taktik keterlaluan yang ditujukan untuk agenda tersembunyi.""",creative
paraphrase: aktivis mengatakan mereka takut pertemuan itu merupakan upaya pertanian perusahaan untuk mendorong tanaman bio-engineered di negara-negara yang kelaparan.,"sebaliknya, mereka takut konferensi adalah upaya pertanian perusahaan dan kepentingan biotek untuk mendorong ke pasar baru.",creative
paraphrase: chip taad dan sar-x dihargai dari 125 hingga 300 dalam jumlah 10.000.,produk ini dihargai 575 dan 295 dalam jumlah 10.000.,creative
"paraphrase: pada kuartal kedua tahun lalu, perusahaan mengalami kerugian bersih 185 juta, atau 54 sen per saham, atas penjualan 600 juta.","perusahaan membukukan kerugian bersih 185 juta, atau 54 sen per saham, dalam periode tahun-tahun, katanya dalam sebuah pernyataan rabu.",creative
"paraphrase: selama penerbangan, para insinyur salah menilai sejauh mana kerusakan, dan bahkan selama periode itu mereka menyesalkan bahwa fotografi lepas landas buruk.","selama penerbangan, para insinyur meremehkan tingkat kerusakan, dan bahkan kemudian menyesalkan bahwa fotografi lepas landas sangat buruk.",creative
"paraphrase: pekan lalu, komite eksekutif dewan pengawas mengeluarkan suara tidak percaya di goldin.",tetapi minggu lalu komite eksekutif dewan pengawas memberinya suara tidak percaya diri.,creative
paraphrase: ftc juga meminta hakim untuk menangguhkan putusannya sambil menunggu bandingnya.,ftc meminta pengadilan rabu untuk memblokir putusan dan mengajukan banding.,creative
paraphrase: saya terkejut ternyata saya berbicara dan presiden hanya mendengarkan.,"""saya terkejut ternyata saya berbicara dan presiden hanya mendengarkan . kebanyakan monolog.""",balanced
"paraphrase: ""banyak dari ini adalah cerita yang dibuat-buat,"" kata schwarzenegger kepada nbc television.","""yah, pertama -tama, banyak dari ini adalah cerita yang dibuat -buat,"" kata mr. schwarzenegger.",balanced
"paraphrase: pejabat kesehatan negara telah melaporkan 18 kasus yang diduga di wisconsin, 10 di indiana dan lima di illinois.","sampai kemarin sore, 22 kasus yang diduga telah dilaporkan di wisconsin, 10 di indiana dan lima di illinois.",creative
"paraphrase: penawaran oracle ""meremehkan perusahaan dan tidak demi kepentingan terbaik pemegang saham,"" kata ceo peoplesoft craig conway.","""penawaran oracle meremehkan perusahaan dan tidak demi kepentingan terbaik pemegang saham peoplesoft,"" kata presiden dan ceo peoplesoft craig conway, dalam pernyataannya.",safe
"paraphrase: alat pencatatan onenote terdaftar di 169,99 sedangkan aplikasi pengumpulan data infopath xml (extensible markup language) dihargai 179,99.",alat pencatatan onenote terdaftar di 273 sementara aplikasi pengumpulan data infopath xml dihargai 289.,creative
paraphrase: ini sedang menerbitkan studi dalam edisi juli dari jurnal alergi dan imunologi klinis.,laporan tersebut adalah di antara beberapa yang diterbitkan minggu ini di journal of allergy dan clinical immunology.,creative
paraphrase: menteri kehakiman martin cauchon dan perdana menteri jean chrétien telah mengatakan bahwa pemerintah liberal akan segera memperkenalkan undang -undang untuk mendekriminalisasi kepemilikan sejumlah kecil pot untuk penggunaan pribadi.,menteri kehakiman martin cauchon dan perdana menteri jean chretien keduanya mengatakan pemerintah akan memperkenalkan undang -undang untuk mendekriminalisasi kepemilikan sejumlah kecil pot.,balanced
"paraphrase: di eropa, cac-40 prancis turun 0,8 persen, ftse 100 inggris kehilangan 0,9 persen dan indeks dax jerman memberikan kembali 1 persen.","dalam perdagangan sore di eropa, cac-40 prancis turun 1,6 persen, ftse 100 inggris turun 1,2 persen dan indeks dax jerman kehilangan 1,9 persen.",balanced
"paraphrase: dan forrester memperkirakan bahwa distribusi film sesuai permintaan akan menghasilkan 1,4 miliar pada tahun 2005, sementara pendapatan dari dvd dan kaset akan menurun delapan persen.","distribusi film sesuai permintaan akan menghasilkan 1,4 miliar pada tahun 2005, dan pendapatan dari dvd dan kaset akan menurun 8 persen, prediksi forrester.",balanced
paraphrase: dia mengatakan petugas pemadam kebakaran memiliki keunggulan di sisi utara karena penggali api yang ada selama api tahun lalu di utara gunung lemmon.,juru bicara pemadam kebakaran gordon gay mengatakan petugas pemadam kebakaran memiliki keuntungan di sisi utara karena daerah yang terbakar dari tembakan bullock tahun lalu.,creative
paraphrase: lututnya bengkak selama berhari -hari dan dia masih memiliki bekas luka di sana dan di kaki dan pergelangan kakinya.,grieson mengatakan kedua lututnya bengkak selama berhari -hari dan dia masih memiliki bekas luka di kakinya dari insiden itu.,balanced
paraphrase: voting awal akan berlangsung hari kerja dari jam 8 pagi hingga 5 sore. hingga 9 september.,jajak pendapat pemungutan suara awal akan dibuka mulai pukul 7 pagi hingga 7 malam. 8 september dan 9 september.,creative
