original_text,paraphrase_text,category,similarity_score,original_quality,paraphrase_quality,original_token_count,paraphrase_token_count,word_changes_count,substitutions_count,additions_count,deletions_count,is_valid,source
"sebuah mobil dan sebuah rumah dipukul dalam penembakan terakhir, kata kepala wakil steve martin dari kantor sheriff kabupaten franklin.","sebuah mobil dan sebuah rumah dipukul dalam penembakan baru, kata wakil sheriff dari franklin county, steve martin.",balanced,0.7272727272727273,"{'quality_score': 100, 'issues': [], 'word_count': 19, 'unique_word_ratio': 0.9473684210526315}","{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 0.9411764705882353}",28,27,4,1,1,2,True,paraphrase_detection
"untuk tahun kedua berturut -turut, kenaikan biaya rumah sakit menyumbang sebagian besar inflasi, menyumbang 51 persen dari kenaikan biaya keseluruhan.","untuk tahun kedua berturut -turut, kenaikan biaya rumah sakit mendominasi kenaikan, menyumbang 51 persen dari keseluruhan biaya spiral.",balanced,0.7727272727272727,"{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 0.85}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}",25,23,3,3,0,0,True,paraphrase_detection
"pasukan as berada di kongo untuk melindungi instalasi dan personel as, dan mereka hanya dapat menembaki diri sendiri dan tidak dapat membendung kekerasan.",pasukan - yang mandatnya adalah untuk melindungi instalasi dan personel as - hanya dapat membela diri dan tidak dapat membendung kekerasan.,creative,0.5384615384615384,"{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 0.8695652173913043}","{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 0.8571428571428571}",27,24,4,3,0,1,True,paraphrase_detection
kenangan juga hidup tentang bencana berdarah di somalia 10 tahun yang lalu - keterlibatan militer utama as terakhir di afrika.,kenangan juga hidup tentang bencana berdarah di somalia satu dekade yang lalu - keterlibatan militer utama as terakhir di afrika.,safe,0.8181818181818182,"{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 0.95}","{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 0.95}",24,24,1,1,0,0,True,paraphrase_detection
"selain fakta bahwa orang amerika ingin disukai, katanya, ada ""biaya besar ketika pendapat dunia negatif bagi amerika serikat.","orang amerika hanya ingin disukai, katanya, tetapi ada juga ""biaya besar"" ketika pendapat dunia negatif terhadap amerika serikat.",balanced,0.6666666666666666,"{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}",24,25,6,1,4,1,True,paraphrase_detection
"boykin juga menyebut para pejuang islam sebagai ""musuh spiritual"" amerika bahwa, ""hanya akan dikalahkan jika kita melawan mereka dalam nama yesus"".","""musuh spiritual kami,"" lanjut boykin, ""hanya akan dikalahkan jika kita melawan mereka dalam nama yesus.""",balanced,0.6153846153846154,"{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 1.0}",31,26,5,1,2,2,True,paraphrase_detection
para peneliti menemukan bahwa orang yang berusia 65 tahun ke atas yang memiliki ikan seminggu sekali memiliki risiko 60 lebih rendah dari alzheimer daripada mereka yang tidak pernah atau jarang makan ikan.,"orang tua yang makan ikan setidaknya sekali seminggu dapat memangkas risiko alzheimer lebih dari setengahnya, sebuah penelitian menunjukkan.",creative,0.2894736842105263,"{'quality_score': 100, 'issues': [], 'word_count': 32, 'unique_word_ratio': 0.90625}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 1.0}",37,26,4,0,2,2,True,paraphrase_detection
gugatan telah diajukan dalam upaya untuk memblokir penghapusan monumen sepuluh perintah dari gedung.,pendukung meminta pengadilan federal pada hari senin untuk memblokir penghapusan monumen sepuluh perintah dari gedung yudisial alabama.,creative,0.391304347826087,"{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}",15,23,2,1,1,0,True,paraphrase_detection
"""dia meninggal melakukan sesuatu yang dia sukai,"" william dusenbery, sr., yang tinggal di fairview heights, tepat di luar st. louis, mo.","""dia meninggal melakukan sesuatu yang dia sukai, yang menerbangkan helikopternya,"" kata sang ayah, yang tinggal di fairview heights, tepat di luar st. louis, mo.",balanced,0.6923076923076923,"{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 0.9047619047619048}","{'quality_score': 100, 'issues': [], 'word_count': 24, 'unique_word_ratio': 0.875}",48,45,2,1,1,0,True,paraphrase_detection
"satu -satunya operator komersial yang terbang ke baghdad, royal jordanian, juga menangguhkan penerbangannya selama tiga hari.","satu -satunya maskapai penumpang yang melayani baghdad, royal jordanian, mengatakan itu menangguhkan layanan selama tiga hari.",creative,0.52,"{'quality_score': 100, 'issues': [], 'word_count': 16, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 16, 'unique_word_ratio': 1.0}",28,27,4,4,0,0,True,paraphrase_detection
tetapi para pemimpin buruh mengatakan seringkali sulit bagi orang -orang amerika ini untuk bergabung dengan serikat pekerja karena banyak pengusaha melawan upaya pengorganisasian.,tetapi para pemimpin buruh mengatakan seringkali sulit bagi orang -orang ini untuk bergabung dengan serikat pekerja karena banyak pengusaha secara agresif memerangi upaya pengorganisasian.,safe,0.8148148148148148,"{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 24, 'unique_word_ratio': 1.0}",28,29,2,1,0,1,True,paraphrase_detection
"sekitar 700 tentara monuc berbasis di bunia, tetapi pasukan tidak memiliki mandat maupun tenaga kerja untuk menghentikan pertempuran.","pbb memiliki sekitar 700 tentara di tanah, tetapi mereka tidak memiliki mandat maupun tenaga kerja untuk menghentikan pertempuran.",balanced,0.6956521739130435,"{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}",24,22,4,2,1,1,True,paraphrase_detection
"eddington memperingatkan kemarin bahwa masa depan maskapai itu ""berada di tangan negosiator"".","""masa depan ba ada di tangan negosiator,"" eddington mengatakan kepada british broadcasting corp television pada hari minggu.",creative,0.3076923076923077,"{'quality_score': 100, 'issues': [], 'word_count': 12, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}",21,33,4,2,2,0,True,paraphrase_detection
menteri keuangan masajuro shiokawa mengatakan yen telah menguat terlalu banyak tetapi menolak untuk mengomentari apakah jepang telah melakukan intervensi.,menteri keuangan jepang masajuro shiokawa mengatakan yen itu telah menguat terlalu banyak tetapi menolak berkomentar apakah jepang telah melakukan intervensi di pasar untuk membendung kenaikan yen.,balanced,0.72,"{'quality_score': 100, 'issues': [], 'word_count': 19, 'unique_word_ratio': 0.9473684210526315}","{'quality_score': 100, 'issues': [], 'word_count': 26, 'unique_word_ratio': 0.9230769230769231}",25,32,4,1,3,0,True,paraphrase_detection
"penawaran gm juga diharapkan mencakup sekitar 3,5 miliar dalam sekuritas yang dapat dikonversi.","gm juga diharapkan mengeluarkan 3,5 miliar melalui penawaran obligasi yang dapat dikonversi, kata sumber pasar.",creative,0.5454545454545454,"{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 1.0}",18,19,4,2,1,1,True,paraphrase_detection
"saham perusahaan, produsen batubara terbesar kedua as di belakang peabody energy corp. btu.n, naik lebih dari 3 persen dalam perdagangan sore.","saham perusahaan, produsen batubara terbesar kedua as di belakang peabody energy corp (btu), naik lebih dari 3 persen pada tengah hari.",balanced,0.6896551724137931,"{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 1.0}",33,33,3,3,0,0,True,paraphrase_detection
"sebaliknya, pengadilan tinggi mengatakan bahwa pembuat obat tidak secara memadai menunjukkan mengapa rencana tersebut harus dicegah untuk tidak berlaku.",stevens mengatakan bahwa produsen obat tidak menunjukkan mengapa rencana tersebut harus dicegah untuk tidak berlaku.,creative,0.5909090909090909,"{'quality_score': 100, 'issues': [], 'word_count': 19, 'unique_word_ratio': 0.9473684210526315}","{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 0.9333333333333333}",22,19,3,2,0,1,True,paraphrase_detection
"""sebagai pemimpin yang bertanggung jawab kami merasa perlu untuk membuat perubahan ini karena layanan obrolan online semakin disalahgunakan,"" kata microsoft kepada bbc.","""sebagai pemimpin yang bertanggung jawab, kami merasa perlu untuk membuat perubahan ini karena layanan obrolan online semakin disalahgunakan,"" kata gillian kent, direktur di msn uk.",balanced,0.7096774193548387,"{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 1.0}",32,40,2,1,1,0,True,paraphrase_detection
toko tuxedo digunakan sebagai bagian depan untuk pencucian hasil dari kartu kredit yang dicuri.,ragin dan hayes dituduh menggunakan bisnis penyewaan tuksedo palsu sebagai front untuk pencucian hasil dari kartu kredit curian.,creative,0.3076923076923077,"{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 1.0}",18,25,3,3,0,0,True,paraphrase_detection
para sarjana dalam etika medis mengatakan masalah pengobatan pasien untuk meningkatkan kesehatan mental mereka untuk mengeksekusi mereka dapat menghadirkan hambatan yang hebat bagi dokter.,para sarjana dalam etika medis telah mengatakan gagasan untuk mengobati orang untuk meningkatkan kesehatan mental mereka ke titik di mana mereka dapat dieksekusi dapat menghadirkan hambatan yang hebat bagi dokter.,creative,0.59375,"{'quality_score': 100, 'issues': [], 'word_count': 24, 'unique_word_ratio': 0.9166666666666666}","{'quality_score': 100, 'issues': [], 'word_count': 30, 'unique_word_ratio': 0.9}",26,32,4,2,2,0,True,paraphrase_detection
"dia meninggalkan kapal setelah tabrakan, pergi ke rumahnya, dan mencoba bunuh diri.","kapten smith meninggalkan terminal feri setelah kecelakaan itu, pergi ke rumahnya dan mencoba bunuh diri.",creative,0.55,"{'quality_score': 100, 'issues': [], 'word_count': 12, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 1.0}",17,19,4,3,0,1,True,paraphrase_detection
"""ini adalah tragedi yang mengerikan, orang -orang yang sedang dalam perjalanan pulang, tiba -tiba, diambil dari kami,"" kata bloomberg pada konferensi pers sisi dermaga.","""orang -orang yang sedang dalam perjalanan pulang, tiba -tiba diambil dari kami,"" kata mr. bloomberg tentang tabrakan itu.",creative,0.5517241379310345,"{'quality_score': 100, 'issues': [], 'word_count': 24, 'unique_word_ratio': 0.9583333333333334}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 1.0}",37,31,4,1,1,2,True,paraphrase_detection
sekretaris pertahanan donald rumsfeld dan pejabat tinggi pentagon lainnya meremehkan komentar wallace.,"menteri pertahanan, donald rumsfeld, dan pejabat tinggi pentagon lainnya mengecilkan komentarnya.",creative,0.5294117647058824,"{'quality_score': 100, 'issues': [], 'word_count': 12, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 11, 'unique_word_ratio': 1.0}",21,23,4,2,2,0,True,paraphrase_detection
"intel kecewa dan menilai ""opsi -opsi dalam acara tersebut, mr. hamidi melanjutkan aktivitas spam -nya terhadap intel,"" kata juru bicara chuck mulloy.","juru bicara intel chuck mulloy mengatakan perusahaan itu kecewa dan menilai ""opsi -opsi dalam acara tersebut, hamidi melanjutkan aktivitas spam -nya terhadap intel.""",safe,0.8148148148148148,"{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 1.0}",41,39,5,1,2,2,True,paraphrase_detection
"pemerintah telah memilih tiga perusahaan untuk mengembangkan rencana untuk melindungi pesawat komersial dari serangan rudal berbulu, pejabat keamanan tanah air mengumumkan selasa.",departemen keamanan dalam negeri mengumumkan pada hari selasa bahwa mereka telah memilih tiga perusahaan untuk melanjutkan penelitian tentang cara-cara untuk menggagalkan serangan rudal yang dipecat pada pesawat komersial as.,creative,0.3333333333333333,"{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 0.9545454545454546}","{'quality_score': 100, 'issues': [], 'word_count': 29, 'unique_word_ratio': 0.9310344827586207}",28,36,4,4,0,0,True,paraphrase_detection
"dengan semakin banyak ponsel yang dilengkapi bluetooth yang datang ke pasar, ""orang-orang akan menyesal jika mereka tidak membeli pda dengan bluetooth,"" katanya.","dengan meningkatnya jumlah ponsel yang dilengkapi bluetooth yang datang ke pasar, ""orang-orang akan menyesal jika mereka tidak membeli pda dengan bluetooth,"" katanya.",safe,0.84,"{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 0.9090909090909091}","{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 0.9090909090909091}",37,38,1,1,0,0,True,paraphrase_detection
tuduhan itu menuduh bahwa ia adalah bagian dari konspirasi untuk membunuh dan menculik orang di negara asing.,pemerintah sekarang menuduh bahwa sattar berkonspirasi dengan rahman untuk membunuh dan menculik orang -orang di luar negeri.,creative,0.3333333333333333,"{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}",19,26,4,3,1,0,True,paraphrase_detection
"penyanyi brandy dan suaminya, robert smith, menyebutnya berhenti.","brandy dan suaminya membagi bintang brandy dan robert smith, suaminya selama dua tahun telah berpisah.",creative,0.4117647058823529,"{'quality_score': 100, 'issues': [], 'word_count': 8, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 0.8}",15,22,3,2,0,1,True,paraphrase_detection
"di sebuah planet yang membutuhkan waktu hampir 165 tahun untuk mengorbit matahari, musim semi dapat bertahan lebih dari 40 tahun.",karena dibutuhkan neptunus 165 tahun untuk mengorbit matahari musim -musimnya akan berlangsung selama beberapa dekade.,creative,0.22580645161290322,"{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 1.0}",23,22,3,2,0,1,True,paraphrase_detection
gubernur don carcieri mengatakan putusan itu menunjukkan bahwa undang -undang perpajakan negara berlaku pada kegiatan penjualan suku.,gubernur don carcieri mengatakan putusan itu menunjukkan bahwa undang -undang perpajakan negara berlaku untuk kegiatan suku apa pun.,balanced,0.7619047619047619,"{'quality_score': 100, 'issues': [], 'word_count': 17, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 1.0}",23,24,3,1,1,1,True,paraphrase_detection
"di bawah hukum negara, devries harus dibebaskan ke yurisdiksi di mana ia dihukum.","di bawah kebijakan negara, devries akan dikembalikan ke san jose, di mana ia terakhir dihukum.",creative,0.5,"{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 0.9230769230769231}","{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 0.9333333333333333}",18,22,4,3,1,0,True,paraphrase_detection
"truk itu terlihat di daerah campbells creek, menyesuaikan deskripsi itu, kata morris.","sebuah truk pickup hitam juga terlihat di daerah campbells creek, kata morris.",creative,0.5882352941176471,"{'quality_score': 100, 'issues': [], 'word_count': 12, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 12, 'unique_word_ratio': 1.0}",20,20,3,1,1,1,True,paraphrase_detection
sekitar 400 dari mereka yang ditahan dituduh memproduksi atau mendistribusikan pornografi anak di internet.,"jumlah penangkapan terbesar, sekitar 400, adalah tuduhan memproduksi atau mendistribusikan pornografi anak di internet.",creative,0.47619047619047616,"{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}",17,19,2,1,1,0,True,paraphrase_detection
"bulan lalu intel menaikkan panduan pendapatannya untuk kuartal tersebut menjadi antara 7,6 miliar dan 7,8 miliar.","pada akhir kuartal kedua, intel awalnya memperkirakan penjualan antara 6,9 miliar dan 7,5 miliar.",creative,0.34615384615384615,"{'quality_score': 100, 'issues': [], 'word_count': 16, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}",22,20,5,5,0,0,True,paraphrase_detection
"""kebakaran ini akan memiliki potensi besar untuk masuk ke daerah -daerah itu,"" kata oltrogge.","""api akan memiliki potensi besar untuk masuk ke sana besok,"" katanya.",creative,0.47619047619047616,"{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 11, 'unique_word_ratio': 1.0}",24,17,3,3,0,0,True,paraphrase_detection
"""tidak pernah niat kami untuk menjual produk,"" kata menteri kesehatan anne mcclellan, skeptis penggunaan ganja medis.","""tidak pernah niat kami untuk menjual produk,"" kata menteri kesehatan federal anne mclellan kemarin di edmonton.",creative,0.5833333333333334,"{'quality_score': 100, 'issues': [], 'word_count': 16, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 16, 'unique_word_ratio': 1.0}",27,29,2,1,1,0,True,paraphrase_detection
anggota dewan iaaf jose maria odriozola mengatakan drummond harus dikeluarkan dari kejuaraan.,"""saya telah melamar ke dewan [iaaf] bahwa drummond dikecualikan dari kejuaraan.""",creative,0.2727272727272727,"{'quality_score': 100, 'issues': [], 'word_count': 12, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 11, 'unique_word_ratio': 1.0}",24,25,5,3,2,0,True,paraphrase_detection
"""tidak perlu satu batas waktu bagi semua orang untuk menciptakan komunitas ekonomi asean,"" kata thaksin.","dengan demikian, katanya, tidak harus ada tenggat waktu untuk menciptakan komunitas ekonomi.",creative,0.3333333333333333,"{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 12, 'unique_word_ratio': 1.0}",25,17,4,2,0,2,True,paraphrase_detection
"sekretaris pertanian a.s. ann veneman, yang mengumumkan ban selasa, juga mengatakan washington akan mengirim tim teknis ke kanada untuk membantu.","sekretaris pertanian a.s. ann veneman, yang mengumumkan larangan kemarin, juga mengatakan washington akan mengirim tim teknis ke kanada untuk membantu dalam situasi kanada.",balanced,0.7777777777777778,"{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 1.0}",37,40,2,1,1,0,True,paraphrase_detection
"saham peoplesoft rose 4 sen yang berbasis di pleasanton, menjadi 16,96, pada hari senin berdagang di pasar saham nasdaq.","saham peoplesoft naik 4 sen pada 16,96 dalam perdagangan pagi di nasdaq.",creative,0.4583333333333333,"{'quality_score': 100, 'issues': [], 'word_count': 19, 'unique_word_ratio': 0.8947368421052632}","{'quality_score': 100, 'issues': [], 'word_count': 12, 'unique_word_ratio': 1.0}",33,20,4,3,0,1,True,paraphrase_detection
"""kita harus membela mereka yang tidak kita sukai atau bahkan benci,"" kata neal r. sonnett, seorang pengacara miami yang memimpin panel asosiasi pada pejuang musuh.","""kita harus membela mereka yang tidak kita sukai atau bahkan benci,"" kata neal sonnett, seorang pengacara miami yang memimpin gugus tugas aba pada pejuang musuh.",balanced,0.7931034482758621,"{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 0.96}","{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 0.96}",39,39,2,1,0,1,True,paraphrase_detection
"united mengatakan maskapai baru itu akan berkembang tahun depan menjadi 40 jet airbus a320, masing -masing tempat duduk 156 penumpang.","united mengatakan itu maskapai baru menggunakan 40 jet, masing -masing tempat duduk 156 penumpang.",balanced,0.6521739130434783,"{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}",29,20,3,1,1,1,True,paraphrase_detection
"dengan kata lain, cablevision wajib membayar gugatan ya network terhadap time warner cable.","ironisnya, cablevision akan memenuhi tagihan untuk gugatan ya terhadap kabel time warner.",creative,0.38095238095238093,"{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 12, 'unique_word_ratio': 1.0}",22,19,5,2,1,2,True,paraphrase_detection
"tetapi untuk melihat halaman -halaman itu, pengguna akan diminta oleh amazon untuk mendaftar, dan amazon berencana untuk membatasi jumlah buku tunggal yang dapat dilihat oleh pelanggan.","tetapi untuk melihat halaman -halaman itu, amazon akan meminta pengguna untuk mendaftar, dan berencana untuk membatasi jumlah buku tunggal yang dapat dilihat oleh peramban.",safe,0.8461538461538461,"{'quality_score': 100, 'issues': [], 'word_count': 26, 'unique_word_ratio': 0.8461538461538461}","{'quality_score': 100, 'issues': [], 'word_count': 24, 'unique_word_ratio': 0.9166666666666666}",33,30,4,1,1,2,True,paraphrase_detection
"polisi menangkap seorang ""tersangka potensial"" pada hari senin dalam kasus seorang gadis berusia sembilan tahun yang muncul dengan aman dua hari setelah diculik dengan keras dari rumahnya.","polisi menangkap ""tersangka potensial"" pada hari senin dalam penculikan seorang anak berusia 9 tahun yang ditemukan aman setelah dua hari, kata kepala polisi.",creative,0.5151515151515151,"{'quality_score': 100, 'issues': [], 'word_count': 27, 'unique_word_ratio': 0.8888888888888888}","{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 1.0}",33,30,7,5,1,1,True,paraphrase_detection
"saham di wal-mart ditutup pada 58,28, naik 16 sen, pada hari selasa perdagangan di new york stock exchange.","saham wal-mart naik 16 sen menjadi ditutup pada 58,28 di new york stock exchange.",safe,0.8181818181818182,"{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.8888888888888888}","{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}",34,25,3,0,1,2,True,paraphrase_detection
"drewes dan seorang teman memainkan permainan ""ding-dong-ditch""-bel pintu dan melarikan diri-di lingkungan woodbury di pinggiran kota boca raton.","drewes dan temannya menarik permainan ""ding-dong-dong-dong"" yang nakal dan malam mengetuk pintu atau bel pintu dan berlari di lingkungan woodbury di pinggiran kota boca raton.",creative,0.5483870967741935,"{'quality_score': 100, 'issues': [], 'word_count': 18, 'unique_word_ratio': 0.9444444444444444}","{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 0.84}",37,43,4,4,0,0,True,paraphrase_detection
"saat ini, kami melestarikan alat -alat penting untuk menumbuhkan persaingan suara di pasar lokal.","""kami melestarikan alat -alat penting untuk menumbuhkan persaingan suara,"" kata copps.",creative,0.5789473684210527,"{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 11, 'unique_word_ratio': 1.0}",18,19,2,2,0,0,True,paraphrase_detection
"""penuduh tiba di rumah sakit mengenakan celana rajut kuning - dengan air mani dan sperma orang lain di dalamnya, bukan dari tuan bryant,"" mackey memalu dengan penuh kemenangan.","""penuduh tiba di rumah sakit mengenakan celana dalam dengan air mani dan sperma orang lain di dalamnya, bukan tuan bryant, benar?""",balanced,0.625,"{'quality_score': 100, 'issues': [], 'word_count': 28, 'unique_word_ratio': 0.9285714285714286}","{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 0.9523809523809523}",44,32,4,1,1,2,True,paraphrase_detection
ruu serupa meloloskan dpr dua kali tetapi meninggal di senat.,"dua tahun yang lalu, dpr melewati versi serupa yang menggelepar di senat.",creative,0.3333333333333333,"{'quality_score': 100, 'issues': [], 'word_count': 10, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 12, 'unique_word_ratio': 0.9166666666666666}",14,18,2,2,0,0,True,paraphrase_detection
"hari ini di as, buku itu - disimpan dengan bungkus oleh penerbitnya, g. p. putnam s sons, sejak awal - akan muncul di toko buku.","besok buku itu, disimpan di bawah bungkus oleh putra -putra g. p. putnam sejak awal, akan muncul di toko buku.",balanced,0.6296296296296297,"{'quality_score': 100, 'issues': [], 'word_count': 25, 'unique_word_ratio': 0.92}","{'quality_score': 100, 'issues': [], 'word_count': 20, 'unique_word_ratio': 0.95}",36,30,6,5,0,1,True,paraphrase_detection
keputusannya ditunda oleh kekhawatiran atas proses anggaran di washington dan perang di irak.,daniels mengatakan kepada bintang 20 april bahwa dia menahan diri karena kekhawatiran atas proses anggaran di washington dan perang di irak.,creative,0.4166666666666667,"{'quality_score': 100, 'issues': [], 'word_count': 13, 'unique_word_ratio': 0.9230769230769231}","{'quality_score': 100, 'issues': [], 'word_count': 21, 'unique_word_ratio': 0.9523809523809523}",19,30,1,1,0,0,True,paraphrase_detection
mereka menemukan molekul yang hanya dapat diproduksi ketika ozon memecah kolesterol.,dan semua sampel mengandung molekul yang hanya dapat diproduksi ketika kolesterol berinteraksi dengan ozon.,creative,0.5,"{'quality_score': 100, 'issues': [], 'word_count': 11, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 14, 'unique_word_ratio': 1.0}",13,16,3,1,1,1,True,paraphrase_detection
"""selama penyelidikan, bryant kooperatif dengan penyelidik dan tetap kooperatif dengan pihak berwenang,"" kata kantor sheriff.","bryant ""diwawancarai dan kooperatif,"" kata kim andree, juru bicara kantor sheriff.",creative,0.42857142857142855,"{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 0.8666666666666667}","{'quality_score': 100, 'issues': [], 'word_count': 11, 'unique_word_ratio': 1.0}",25,26,4,1,2,1,True,paraphrase_detection
"dia juga mengatakan pemotongan suku bunga oleh bank sentral eropa, yang bertemu kamis, akan diterima.","dia juga mengatakan pada malam pembicaraan hari senin bahwa pemotongan suku bunga oleh bank sentral eropa, yang bertemu pada hari kamis, akan diterima.",balanced,0.7391304347826086,"{'quality_score': 100, 'issues': [], 'word_count': 15, 'unique_word_ratio': 1.0}","{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 0.9130434782608695}",21,30,2,0,2,0,True,paraphrase_detection
"rancangan pernyataan itu mengatakan kemajuan masalah nuklir dan kesepakatan perdagangan yang tertunda adalah elemen ""saling bergantung, tidak dapat dipahami dan saling menguatkan"".","mereka mengatakan kemajuan menuju penyelesaian masalah nuklir dan kemajuan dalam pembicaraan perdagangan adalah ""unsur-unsur hubungan ue-iran yang saling tergantung, penting dan saling menguatkan"".",creative,0.37142857142857144,"{'quality_score': 100, 'issues': [], 'word_count': 22, 'unique_word_ratio': 0.9545454545454546}","{'quality_score': 100, 'issues': [], 'word_count': 23, 'unique_word_ratio': 0.8695652173913043}",29,33,7,4,2,1,True,paraphrase_detection
