original,paraphrase,category,source,similarity_score
"Sumber -sumber penegakan hukum yang berbicara dengan syarat anonimitas mengkonfirmasi kepada Associated Press bahwa Limbaugh sedang diselidiki oleh Kantor Kejaksaan Negeri Palm Beach County, Florida.",Pejabat penegak hukum mengkonfirmasi bahwa Limbaugh sedang diselidiki oleh Kantor Kejaksaan Negeri Palm Beach County.,creative,paraphrase_detection,0.4827586206896552
"""Tentu saja, saya ingin menang lagi, tapi saya pikir itu lebih buruk ketika Anda belum pernah menang karena Anda cemas.","""Tentu saja saya ingin menang lagi, tapi saya pikir lebih buruk ketika Anda tidak pernah menang sebelumnya karena Anda sangat cemas,"" katanya.",balanced,paraphrase_detection,0.75
"Divisi utama CS lainnya, Jasa Keuangan, menghasilkan 666 juta laba bersih franc, enam persen di bawah kuartal sebelumnya.","CS Financial Services menghasilkan 666 juta laba bersih franc, enam persen lebih rendah dari pada kuartal keempat tahun lalu.",creative,paraphrase_detection,0.41379310344827586
"Jawabannya, kata kelompok itu, adalah ""membuat format yang dapat digunakan oleh semua perangkat tetapi dapat mengakomodasi format lain.""",DHWG mengatakan itu akan membuat format yang dapat digunakan oleh semua perangkat tetapi dapat mengakomodasi format lain.,creative,paraphrase_detection,0.5909090909090909
"Persetujuan komite, diharapkan hari ini, akan menetapkan panggung untuk debat di lantai Senat mulai Senin.",Itu akan menghapus jalan bagi perdebatan di Senat penuh yang dimulai pada hari Senin.,creative,paraphrase_detection,0.23076923076923078
"Para pendukung ingat telah mengklaim telah menghasilkan lebih dari 1,6 juta tanda tangan.","Sponsor ingat mengatakan mereka telah mengirimkan 1,6 juta tanda tangan.",creative,paraphrase_detection,0.47368421052631576
Kelly mengatakan Mr Rumsfeld bulan lalu membuat saran yang tidak diminta bahwa kehormatan tahun ini harus diberikan kepada semua pria dan wanita yang mengenakan seragam AS.,"Kelly mengatakan Rumsfeld, dalam sebuah wawancara November, membuat saran yang tidak diminta bahwa kehormatan tahun ini diberikan kepada semua pria dan wanita yang mengenakan seragam A.S.",balanced,paraphrase_detection,0.6363636363636364
"Carlton Dotson, seorang rekan setim yang tinggal di Hurlock, Md., Mengatakan dia berbicara dengan polisi pada hari Jumat tetapi diperintahkan untuk tidak membicarakan kasus ini.","Carlton Dotson, yang berada di tim musim lalu dan tinggal di Hurlock, Md., Mengatakan dia diberitahu untuk tidak membicarakan kasus ini.",creative,paraphrase_detection,0.48484848484848486
"Namun, kecacatan menurun lebih dari 10 persen untuk mereka yang 60 menjadi 69, kata penelitian itu.","Sementara itu, untuk orang berusia 60 hingga 69, kecacatan menurun lebih dari 10 persen.",creative,paraphrase_detection,0.5454545454545454
"""Admiral Black telah memberikan bimbingan spiritual kepada ribuan pria dan wanita pelayanan selama 25 tahun pelayanannya,"" kata Pemimpin Mayoritas Senat Bill Frist kemarin.","""Admiral Black telah memberikan bimbingan spiritual kepada ribuan prajurit dan wanita selama 25 tahun pelayanannya,"" kata Frist.",balanced,paraphrase_detection,0.7037037037037037
"Pada hari Senin, Christian Ganczarski ditangkap di bandara dan akan muncul di hadapan hakim anti-terorisme segera, kata para pejabat.","Pada hari Senin, Christian Ganczarski ditangkap di bandara dan akan muncul di hadapan hakim anti-terorisme dalam beberapa hari mendatang, kata para pejabat dengan syarat anonimitas.",balanced,paraphrase_detection,0.75
United telah membayar penalti $ 34 juta kepada kota karena kehilangan target pekerjaan pertama.,United telah membayar penalti $ 34 juta karena gagal memenuhi target pekerjaan.,balanced,paraphrase_detection,0.6470588235294118
"Legenda Wild Rock Ozzy Osbourne dalam perawatan intensif hari ini saat ia melanjutkan pemulihan ""stabil"" dari kecelakaan sepeda quad.","Legenda Wild Rock Ozzy Osbourne dapat disimpan dalam perawatan intensif selama ""beberapa hari"" setelah kecelakaan sepeda quad -nya, kata dokternya malam ini.",creative,paraphrase_detection,0.46875
"Analis yang disurvei oleh Reuters Research mengharapkan pendapatan 13 sen per saham dari pendapatan $ 6,7 miliar, rata -rata.","Analis saat ini mengharapkan pendapatan 13 sen per saham dan pendapatan $ 6,7 miliar, rata -rata, menurut survei oleh Reuters Research.",balanced,paraphrase_detection,0.6923076923076923
"O'Brien didakwa meninggalkan tempat kecelakaan fatal, kejahatan.","Uskup Thomas O'Brien, 67, dipesan dengan tuduhan meninggalkan tempat kecelakaan fatal.",creative,paraphrase_detection,0.5294117647058824
"Jaksa Agung Colorado Ken Salazar kemudian mengatakan kantornya juga mengajukan gugatan terhadap Invesco, menuduhnya dengan pelanggaran Undang-Undang Perlindungan Konsumen Negara.","Jaksa Agung Colorado Ken Salazar juga mengajukan gugatan Selasa terhadap Invesco, menuduhnya melanggar Undang -Undang Perlindungan Konsumen Negara.",balanced,paraphrase_detection,0.72
"Mencegah keuntungan yang lebih kuat, News Corp <ncp.ax> turun 1,3 persen menjadi $ 12,43 dan Brambles <Bil.ax> turun 1,9 persen menjadi $ 4,75 setelah kinerja yang lemah dalam semalam.","Hold The Market kembali, News Corp <ncp.ax> turun dua persen menjadi $ 12,34 dan Brambles <Bil.ax> turun 2,3 persen menjadi $ 4,73 setelah kinerja yang lemah dalam semalam.",creative,paraphrase_detection,0.6
Kelima didakwa dengan perampokan dan peniruan kriminal seorang polisi.,"Para remaja ditahan atas tuduhan perampokan dan peniruan kriminal seorang perwira polisi, kata sumber.",creative,paraphrase_detection,0.3684210526315789
Garis panjang terbentuk di luar pompa bensin dan orang -orang bergegas mendapatkan uang dari mesin tunai hari Minggu ketika orang Israel bersiap untuk menghadapi pemogokan yang mengancam untuk melumpuhkan negara itu.,Garis panjang terbentuk hari Minggu di luar pompa bensin dan orang -orang bergegas mendapatkan uang dari mesin tunai saat orang Israel bersiap untuk efek pemogokan.,balanced,paraphrase_detection,0.71875
"Tapi dia mengaku: ""Ada rasa takut total untuk memulai karena Anda benar -benar berada di belas kasihan angin.""","Namun dia mengatakan ada ""ketakutan total untuk memulai karena Anda benar -benar berada di bawah belas kasihan angin"".",balanced,paraphrase_detection,0.64
"Siebel, yang kekayaannya melonjak dengan ledakan teknologi, telah memotong hampir sepertiga dari tenaga kerjanya sejak akhir tahun 2001.","Dengan The Purge, Siebel akan memotong 2.400 karyawan - atau hampir sepertiga dari tenaga kerjanya - sejak akhir tahun 2001.",creative,paraphrase_detection,0.5
Microsoft minggu ini merilis pembaruan kritis untuk memperbaiki bug dengan suite Office 2003 yang baru dirilis.,"Microsoft telah merilis pembaruan kritis untuk suite Office yang baru dirilis, Office 2003.",balanced,paraphrase_detection,0.631578947368421
Sekitar 1.557 gen pada kromosom 6 dianggap fungsional.,1.557 gen yang tersisa diyakini semua fungsional.,creative,paraphrase_detection,0.35714285714285715
"Sekitar 22% dari twentysomething obesitas, yang kira -kira 30 pound lebih dari berat badan yang sehat.",Sekitar 31 persen orang Amerika sekarang mengalami obesitas - sekitar 30 atau lebih pound lebih dari berat badan yang sehat.,creative,paraphrase_detection,0.5
"""Selalu ada bahaya korban dalam sesuatu seperti ini.",Howard mengatakan selalu ada risiko korban.,creative,paraphrase_detection,0.3076923076923077
"""Dia menangis dan takut,"" kata Isa Yasin, pemilik toko.","""Dia menangis dan dia benar -benar takut,"" kata Yasin.",balanced,paraphrase_detection,0.6428571428571429
Banjir yang sama yang menghalangi jalan bandara juga membanjiri depot Federal Express.,"Air yang menghalangi jalan bandara membanjiri beberapa bangunan, termasuk depot Federal Express.",creative,paraphrase_detection,0.5294117647058824
"Dia ingin membunuhnya, tetapi kemudian saya kira saya akan sangat marah juga jika seseorang mencoba membunuh orang tua saya, ""katanya.","""Dia liar, dia ingin membunuhnya, tapi kemudian kurasa aku juga akan marah jika seseorang mencoba membunuh orang tuanya.""",creative,paraphrase_detection,0.5769230769230769
"Semua pemerintah itu mengatakan dukungan mereka tidak akan goyah, meskipun sentimen publik meningkat.","Pemerintah negara -negara tersebut mengatakan bahwa meskipun ada oposisi publik yang meningkat, dukungan mereka tidak akan goyah.",creative,paraphrase_detection,0.5454545454545454
"Selama ini, kami mendasarkan keputusan kami pada informasi terbaik yang kami miliki saat itu, ""katanya.","Dia bersikeras bahwa sepanjang misi, manajer ""mendasarkan keputusan kami pada informasi terbaik yang kami miliki saat itu.""",creative,paraphrase_detection,0.5909090909090909
Pengacara Quattrone John W. Keker mengatakan kliennya tidak bersalah.,"Dalam sebuah pernyataan Senin, pengacaranya John Keker mengatakan `` Frank Quattrone tidak bersalah.",creative,paraphrase_detection,0.3888888888888889
Dia mengatakan Qualcomm telah menikmati bertahun -tahun menjual chip CDMA tanpa banyak kompetisi.,"""Qualcomm telah menikmati penjualan bertahun -tahun ... melawan sedikit atau tidak ada kompetisi,"" kata Hubach dalam pernyataannya.",creative,paraphrase_detection,0.2962962962962963
"Itu berlalu hanya setelah Partai Republik memenangkan dukungan dari dua senator yang goyah, Demokrat Ben Nelson dari Nebraska dan Republik George Voinovich dari Ohio.","Itu berlalu hanya setelah Partai Republik memenangkan dukungan Voinovich dan senator lain yang goyah, Nelson dari Nebraska.",balanced,paraphrase_detection,0.75
"Saham lompatan tembakau dipimpin oleh Altria yang berbasis di New York, yang sahamnya naik hampir 10 persen menjadi $ 38,28.","Saham pembuat rokok melompat pada berita, yang dipimpin oleh Altria yang berbasis di New York, yang sahamnya naik hampir 10 persen menjadi $ 38,30.",balanced,paraphrase_detection,0.6785714285714286
"Veritas akan menawarkan sistem file, manajer volume, dan produk perangkat lunak server cluster di SUSE Enterprise Server pada kuartal pertama tahun depan.","Sudah dalam beta, sistem file Veritas, manajer volume dan produk server cluster untuk server Linux SUSE Enterprise harus jatuh ke tangan pelanggan pada awal 2004.",creative,paraphrase_detection,0.4
Microsoft telah merilis tambalan terpisah untuk versi klien dan administrasi Office 2003.,Patch yang dapat diunduh terpisah tersedia untuk klien dan versi administrasi kantor.,creative,paraphrase_detection,0.3684210526315789
"Komposit Nasdaq meningkat sebesar 40,09 poin, atau 2,5 persen, menjadi 1666,58.","Indeks komposit NASDAQ yang dilacak teknologi naik 5,64 poin, atau 0,34 persen, di 1.672,22.",creative,paraphrase_detection,0.2857142857142857
Tiga politisi selatan yang mempertaruhkan karier politik mereka dengan berperang melawan kefanatikan dan intoleransi dihormati Senin dengan John F. Kennedy Profile in Courage Awards untuk tahun 2003.,Tiga politisi selatan yang `` berdiri di atas kebencian kuno '' dihormati hari Senin dengan Profile in Courage Awards dari Perpustakaan dan Museum John F. Kennedy.,creative,paraphrase_detection,0.42105263157894735
Ia juga mengatakan mereka mengharapkan pengaduan sipil oleh Komisi Sekuritas dan Bursa.,Stewart juga menghadapi penyelidikan terpisah oleh Komisi Sekuritas dan Bursa.,creative,paraphrase_detection,0.4117647058823529
Seorang pembantu teratas untuk Ketua Majelis Negara Bagian Sheldon Silver didakwa pada hari Rabu karena memperkosa seorang karyawan Majelis Negara perempuan berusia 22 tahun yang tidak dikenal.,Seorang ajudan top untuk pembicara Majelis Sheldon Silver ditangkap kemarin karena diduga memperkosa seorang staf legislatif berusia 22 tahun setelah malam di kota.,creative,paraphrase_detection,0.2972972972972973
Para pejabat mengatakan Peeler dan Jones tidak pernah menikah secara hukum tetapi memiliki pernikahan yang sama.,"Menurut GBI, Ms. Peeler dan Mr. Jones tidak pernah menikah secara hukum tetapi memiliki pernikahan yang sama.",balanced,paraphrase_detection,0.6363636363636364
"""Kami telah menemukan pistol merokok,"" kata anggota dewan Investigasi Scott Hubbard.","""Kami telah menemukan senjata merokok,"" kata Hubbard, direktur Pusat Penelitian Ames NASA di California.",creative,paraphrase_detection,0.4090909090909091
"Kartu -kartu tersebut dikeluarkan oleh konsulat Meksiko kepada warganya yang tinggal di luar negeri dan menunjukkan tanggal lahir, foto saat ini dan alamat pemegang kartu.","Kartu ini dikeluarkan oleh konsulat Meksiko kepada warganya yang tinggal di luar negeri dan menunjukkan tanggal lahir, foto saat ini dan alamat pemegang kartu.",safe,paraphrase_detection,0.92
"Bab terakhir dalam trilogi, Revolusi Matriks, keluar pada bulan November.","Film ketiga dan terakhir, ""The Matrix Revolutions,"" akan dirilis pada bulan November.",creative,paraphrase_detection,0.2857142857142857
"Kerugian terjadi semalam di Willow Canyon, salah satu dari tiga daerah di Pegunungan Santa Catalina yang terancam oleh kebakaran berusia 2 minggu yang sudah menghitamkan 70.000 hektar.","Kerugian terjadi semalam di Willow Canyon, salah satu dari tiga daerah di Pegunungan Santa Catalina yang terancam oleh kebakaran Aspen yang bangkit kembali.",balanced,paraphrase_detection,0.6451612903225806
Pemilihan mereka meningkatkan dewan dari tujuh orang menjadi sembilan.,Janji temu mereka meningkatkan dewan Berkshire menjadi sembilan dari tujuh anggota.,creative,paraphrase_detection,0.5714285714285714
"Secara signifikan, itu tidak menyebutkan peran organisasi teroris Jemah Islamiyah, yang dituduh berada di belakang serangan itu.","Alamat itu tidak menyebutkan peran organisasi teroris Jemaah Islamiyah, yang berada di balik serangan itu.",balanced,paraphrase_detection,0.6190476190476191
"MDC mengatakan seorang pendukung, Tichaona Kaguru, meninggal di rumah sakit pada hari Rabu setelah disiksa dan diserang oleh tentara yang meletakkan protes.","MDC mengatakan bahwa pendukung oposisi, Tichaona Kaguru, meninggal di rumah sakit setelah disiksa dan diserang oleh tentara yang meletakkan protes anti-Mugabe.",balanced,paraphrase_detection,0.6896551724137931
"Itu menyisakan sekitar tiga lusin dalam risiko cutoff bantuan, kata juru bicara Departemen Luar Negeri Richard Boucher, yang tidak mengidentifikasi mereka.","Itu menyisakan sekitar tiga lusin dalam risiko cutoff bantuan, kata Boucher tanpa mengidentifikasinya.",creative,paraphrase_detection,0.52
"""Prospek untuk seluruh industri Aerospace Kanada meningkat dengan perkembangan terkini yang berkontribusi terhadap peningkatan kemampuan pembiayaan pesawat di negara ini,"" kata Telier.","""Prospek untuk seluruh industri kedirgantaraan Kanada meningkat dengan perkembangan terkini yang berkontribusi terhadap peningkatan pembiayaan pesawat di negara ini,"" kata Paul Tellier, kepala eksekutif Bombardier.",balanced,paraphrase_detection,0.7096774193548387
"Dua astronom yang mensurvei wilayah di sekitar Jupiter telah mendeteksi 20 bulan baru, sehingga total planet raksasa menjadi 60.","Astronom telah mencatat delapan bulan lagi yang mengorbit Jupiter, sehingga total yang diketahui menjadi 60.",creative,paraphrase_detection,0.4230769230769231
Dan dua pemimpin program antar -jemput utama berada di luar kota selama penerbangan.,Surat kabar itu juga melaporkan bahwa dua pemimpin utama berada di luar kota selama bagian dari penerbangan Columbia.,creative,paraphrase_detection,0.4166666666666667
Resolusi dewan dianggap penting dalam memberikan entitas Irak atau yang dikendalikan AS di Baghdad otoritas hukum untuk mengekspor minyak.,"Tanpa resolusi yang diadopsi, tidak ada entitas Irak, AS atau AS di Baghdad memiliki wewenang hukum untuk mengekspor minyak.",creative,paraphrase_detection,0.48148148148148145
"""Manfaatnya sama untuk semua orang, baik di Medicare tradisional maupun di Medicare yang disempurnakan yang kami siapkan.""","""Manfaat (obat) sama untuk semua orang, baik di Medicare tradisional maupun di Medicare yang ditingkatkan yang kami buat,"" kata Grassley.",creative,paraphrase_detection,0.56
Ketidaksepakatan atas penjualan musik online diungkapkan dalam dokumen yang diajukan minggu lalu dengan hakim dan disediakan oleh pengadilan kemarin.,Perjuangan atas penjualan musik online diungkapkan dalam dokumen yang tersedia pada hari Senin oleh pengadilan.,creative,paraphrase_detection,0.44
"Dia bersikeras, bahwa itu tidak akan diterbitkan sampai setelah kematiannya.","Dia hanya memiliki satu syarat, bahwa buku itu tidak akan diterbitkan sampai setelah kematiannya.",balanced,paraphrase_detection,0.6470588235294118
"Sekitar 700 tentara Monuc berbasis di Bunia, tetapi pasukan tidak memiliki mandat maupun tenaga kerja untuk menghentikan pertempuran.","PBB memiliki sekitar 700 tentara di tanah, tetapi mereka tidak memiliki mandat maupun tenaga kerja untuk menghentikan pertempuran.",balanced,paraphrase_detection,0.6956521739130435
Garner mengatakan rekonstruksi Irak tidak sesulit yang dia harapkan - terutama karena perang menyebabkan lebih sedikit kerusakan infrastruktur dan lebih sedikit pengungsi daripada yang diantisipasi.,Garner mengatakan rekonstruksi tidak akan sesulit yang dia perkirakan karena perang menyebabkan lebih sedikit kerusakan dan menciptakan lebih sedikit pengungsi.,balanced,paraphrase_detection,0.6153846153846154
"Hampir seolah-olah mereka (Rusia) menabrak X-Mark di tanah, ""kata juru bicara NASA Robert Navias.","Hampir seolah-olah mereka (Rusia) menabrak X-Mark di tanah. """,balanced,paraphrase_detection,0.6818181818181818
"Institute memperkirakan bahwa tahun lalu 15,7 persen dari penjualan supermarket rata -rata dan lebih dari setengah margin kotor digunakan untuk membayar biaya karyawan.","FMI memperkirakan bahwa tahun lalu 15,7 persen dari penjualan supermarket rata -rata dan lebih dari setengah margin kotor digunakan untuk membayar biaya karyawan, termasuk upah dan tunjangan.",safe,paraphrase_detection,0.8275862068965517
Pensiunan Prancis akan meningkat dari seperlima menjadi sepertiga dari populasi pada tahun 2040.,"Pada tahun 2040, pensiunan akan menyumbang sepertiga dari populasi, naik dari seperlima hari ini.",creative,paraphrase_detection,0.5555555555555556
"Samudra, 33, seorang penjual tekstil, juga didakwa dengan pemboman gereja di seluruh Indonesia pada Malam Natal, 2000, di mana 19 orang meninggal.","Samudra, 33, seorang penjual tekstil, juga didakwa dengan serangkaian pemboman gereja di seluruh Indonesia pada Malam Natal, 2000, ketika 19 orang terbunuh.",safe,paraphrase_detection,0.8076923076923077
Keduanya tidak memiliki ikatan diplomatik dan hubungan mereka yang sudah tegang telah dikeringkan oleh krisis atas ambisi nuklir Utara.,Keduanya tidak memiliki ikatan diplomatik dan hubungan mereka yang sudah tegang telah dikeringkan oleh pertengkaran diplomatik atas ambisi nuklir Korea Utara.,safe,paraphrase_detection,0.8636363636363636
"Satu -satunya operator komersial yang terbang ke Baghdad, Royal Jordanian, juga menangguhkan penerbangannya selama tiga hari.","Satu -satunya maskapai penumpang yang melayani Baghdad, Royal Jordanian, mengatakan itu menangguhkan layanan selama tiga hari.",creative,paraphrase_detection,0.52
"""Saya tidak meminta maaf atas fakta bahwa negosiasi telah dilakukan sebagian besar secara rahasia,"" kata Truss.","Mr Truss mengatakan dia membuat ""tidak ada permintaan maaf"" negosiasi telah dilakukan secara rahasia.",creative,paraphrase_detection,0.4
Parson didakwa dengan sengaja menyebabkan dan berusaha menyebabkan kerusakan pada komputer yang dilindungi.,Parson didakwa dengan satu hitungan sengaja menyebabkan kerusakan pada komputer yang dilindungi.,balanced,paraphrase_detection,0.7333333333333333
"Bennett mengatakan kepada Newsweek bahwa ""lebih dari 10 tahun, saya akan mengatakan saya hampir tidak cukup.""","""Lebih dari 10 tahun, saya akan mengatakan bahwa saya hampir tidak cukup dekat,"" katanya.",balanced,paraphrase_detection,0.7368421052631579
"""Ini adalah gejala dari kesulitan komunikasi yang sering menyusahkan ECB,"" kata Ken Wattret dari BNP Paribas.","""Ini mengingatkan pada masalah komunikasi yang telah membanjiri ECB di masa lalu,"" kata Ken Wattret dari BNP Paribas.",creative,paraphrase_detection,0.5
"""Kami akan membela tuduhan ini di pengadilan,"" kata Ira Lee Sorkin, pengacara Furst.","""Rob Furst bermaksud untuk membela dakwaan di pengadilan,"" kata Ira Lee Sorkin, pengacara Furst.",creative,paraphrase_detection,0.6
"""Pengadilan dan publik perlu mengetahui lebih banyak tentang rincian penipuan terdakwa yang tampaknya besar,"" kata hakim.","""Pengadilan dan publik perlu mengetahui lebih banyak tentang penipuan terdakwa yang tampaknya besar,"" katanya.",balanced,paraphrase_detection,0.8
Tetapi Komite Urusan Luar Negeri kemarin membersihkan kabinet Blair atas tuduhan itu.,"Dalam laporannya, Komite Urusan Luar Negeri membebaskan Mr. Blair dari Tuduhan Intelijen Doktor.",creative,paraphrase_detection,0.3333333333333333
Pencarian tersebut belum menemukan persediaan senjata kimia dan biologis atau bukti signifikan dari program senjata nuklir.,"Dugaan persediaan senjata kimia dan biologis belum muncul, juga tidak memiliki bukti signifikan dari program senjata nuklir.",creative,paraphrase_detection,0.5454545454545454
Kata kuncinya didukung oleh portal web bahasa Cina.,"Portal web bahasa Cina juga mendukung 3721 kata kunci, kata situs web itu.",creative,paraphrase_detection,0.375
Ini adalah pertama kalinya di Amerika Serikat bahwa lima paus telah dilepaskan secara bersamaan dari satu insiden yang terdampar.,"Hari ini, para ahli akan melakukan pelepasan lima paus pertama di Amerika Serikat dari satu insiden terdampar.",creative,paraphrase_detection,0.4444444444444444
"Ada total 659 wanita yang terdaftar di akademi, kata laporan itu.",Ada 659 wanita yang terdaftar di Akademi pada saat survei.,creative,paraphrase_detection,0.5
Kerangka kerja yang menerbitkan token memberikan kemampuan yang dibangun di atas keamanan WS dan mendefinisikan ekstensi untuk meminta dan mengeluarkan token keamanan dan untuk mengelola hubungan kepercayaan dan mengamankan percakapan.,"Dalam WSE 2.0, WS-TRUST, WS-Secureconversation dibangun di atas keamanan dan mendefinisikan ekstensi untuk meminta dan mengeluarkan token keamanan dan untuk mengelola hubungan dan mengamankan percakapan.",creative,paraphrase_detection,0.53125
Mahkamah Agung A.S. akan mendengar argumen pada hari Rabu tentang apakah perusahaan dapat digugat di bawah Undang -Undang Amerika dengan Disabilitas karena menolak untuk dipekerjakan kembali oleh pengguna narkoba yang direhabilitasi.,Pengadilan Tinggi akan mendengar argumen hari ini tentang apakah perusahaan dapat digugat di bawah ADA karena menolak untuk memulihkan kembali pengguna narkoba yang direhabilitasi.,creative,paraphrase_detection,0.5263157894736842
"""Itu untuk menerbangkan pesawat ke Gedung Putih,"" kata Karas.","Itu menerbangkan pesawat di Gedung Putih. """,creative,paraphrase_detection,0.5384615384615384
IRS mengatakan pembayar pajak dapat menghindari cek yang tidak terkirim dengan memiliki pengembalian uang disetor langsung ke rekening giro atau tabungan mereka.,IRS mengatakan pembayar pajak dapat menghindari masalah dengan pengembalian uang yang hilang atau dicuri dengan pengembalian uang disetor secara langsung ke rekening giro atau tabungan pribadi.,balanced,paraphrase_detection,0.6428571428571429
"""Lebih dari 70.000 pria dan wanita dari pangkalan di California Selatan dikerahkan di Irak.","Secara keseluruhan, lebih dari 70.000 tentara yang berbasis di California Selatan dikerahkan ke Irak.",creative,paraphrase_detection,0.45454545454545453
"Saham BP tergelincir 0,8 persen menjadi 433,50 pence ($ 6,85) masing -masing dalam perdagangan sore di London Stock Exchange.","Saham BP turun 48 sen menjadi $ 41,72 Jumat dalam perdagangan di New York Stock Exchange.",creative,paraphrase_detection,0.3235294117647059
"Karena biaya akuntansi, perusahaan sekarang mengatakan kehilangan $ 1,04 miliar, atau 32 sen per saham, pada kuartal yang berakhir 30 Juni.","Termasuk tuduhan itu, perusahaan yang berbasis di Santa Clara, California mengatakan Senin kehilangan $ 1,04 miliar, atau 32 sen per saham, pada periode yang berakhir 30 Juni.",creative,paraphrase_detection,0.5588235294117647
"Perusahaan mengatakan sekarang mengharapkan pendapatan kuartal kedua sebesar 68 sen dan 72 sen per saham, turun dari prospek sebelumnya 77 sen menjadi 82 sen.","Avery Dennison mengatakan sekarang mengharapkan laba kuartal kedua sebesar 68 sen menjadi 72 sen per saham, turun dari prospek sebelumnya dari 77 sen menjadi 82 sen.",balanced,paraphrase_detection,0.7692307692307693
"Beberapa pakar Wall Street percaya bahwa saham telah berkumpul terlalu jauh, terlalu cepat, mengingat laporan ekonomi yang kacau dari beberapa minggu terakhir.","Beberapa analis Wall Street percaya bahwa saham telah berkumpul terlalu jauh, terlalu cepat, mengingat gambaran ekonomi yang kacau yang disediakan oleh data terbaru.",balanced,paraphrase_detection,0.6071428571428571
"NASD juga menuduh Young terbang berkali -kali di jet perusahaan Tyco, sering disertai oleh Kozlowski.","NASD menuduh bahwa analis menerbangkan banyak kali jet perusahaan Tyco untuk perjalanan bisnis, kadang -kadang disertai oleh Kozlowski.",creative,paraphrase_detection,0.46153846153846156
"Ini memiliki margin kesalahan plus atau minus 4,9 persen.",Itu memiliki margin kesalahan plus atau minus lima poin persentase.,creative,paraphrase_detection,0.4375
Kami percaya laporan ini sepenuhnya konsisten dengan apa yang telah diputuskan pengadilan ... bahwa tindakan departemen sepenuhnya dalam hukum.,Comstock mengatakan beberapa pengadilan federal telah memutuskan bahwa penahanan sepenuhnya dalam hukum.,creative,paraphrase_detection,0.2916666666666667
"""Saya menyimpulkan bahwa penggugat telah menunjukkan, meskipun hampir ... bahwa Irak memberikan dukungan material kepada bin Laden dan Al Qaeda,"" kata Baer.","Hakim Harold Baer menyimpulkan pada hari Rabu bahwa pengacara untuk dua korban ""telah menunjukkan, meskipun hampir ... bahwa Irak memberikan dukungan material kepada bin Laden dan al-Qaida.""",creative,paraphrase_detection,0.5588235294117647
"Seorang programmer AS telah mengembangkan alat perangkat lunak yang memungkinkan pengguna untuk mengunduh file musik bersama menggunakan perangkat lunak Apples Windows iTunes, yang dirilis bulan lalu.",Programmer AS Independen Bill Zeller telah mengembangkan perangkat lunak yang memungkinkan pengguna mengunduh file musik bersama menggunakan iTunes untuk Windows.,balanced,paraphrase_detection,0.6428571428571429
"Indeks 500 Standard & Poor Buruk. SSPX naik 8,79 poin, atau 0,96 persen, di 929,06.","Indeks 500 Standard & Poor naik 10,89, atau 1,2 persen, menjadi 931,12 pada pukul 12:01 malam. di New York.",creative,paraphrase_detection,0.3235294117647059
"Pengadilan Banding A.S. Kamis memutuskan bahwa Microsoft (kutipan, info perusahaan) tidak harus membawa bahasa pemrograman Java dalam sistem operasi Windows -nya.",Pengadilan banding federal pada hari Kamis membatalkan perintah hakim yang akan memaksa Microsoft untuk memasukkan perangkat lunak Java Sun Microsystems 'pesaing dalam sistem operasi Windows -nya.,creative,paraphrase_detection,0.2727272727272727
"""Anda tahu saya selalu berusaha jujur ​​dengan Anda dan terbuka tentang hidup saya,"" kata Limbaugh pada hari Jumat di programnya.","""Anda tahu saya selalu berusaha jujur ​​dengan Anda dan terbuka tentang hidup saya,"" kata Limbaugh saat pengakuan yang menakjubkan ditayangkan secara nasional.",creative,paraphrase_detection,0.5862068965517241
"Kantor luar negeri mengatakan ada risiko serangan teroris ""jelas"" di Djibouti, Eritrea, Ethiopia, Somalia, Tanzania dan Uganda.","Peringatan itu dikeluarkan pada Djibouti, Eritrea, Ethiopia, Somalia, Tanzania dan Uganda.",creative,paraphrase_detection,0.375
"Truk itu membawa setara dengan 1,6 ton TNT, kata pejabat kementerian darurat Ruslan Khadzhiyev.","Pejabat Kementerian Darurat Chechen lainnya, Ruslan Khadzhiyev, mengatakan truk itu membawa setara dengan 1,6 ton TNT.",balanced,paraphrase_detection,0.8
Surat perintah internasional untuk penangkapannya dikeluarkan baik untuk otoritas Ghana maupun Interpol.,Surat perintah penangkapan Taylor telah dilayani di pihak berwenang Ghana dan dikirim ke Interpol.,creative,paraphrase_detection,0.22727272727272727
"Dewan Direksi PeopleSoft Inc. pada hari Jumat dengan suara bulat menolak tawaran revisi Oracle Corp. sebesar $ 19,50 per saham.",Dewan Direksi PeopleSoft Inc. memberikan suara bulat pada hari Jumat untuk merekomendasikan bahwa pemegang saham menolak tawaran yang ditingkatkan Oracle untuk pengambilalihan yang bermusuhan.,creative,paraphrase_detection,0.4375
"Berry juga menikah dan menceraikan istri keduanya dua kali, paling baru pada tahun 1991.","Berry mengulangi pertunjukan itu dengan istri keduanya, yang dinikahinya dan bercerai dua kali (paling baru pada tahun 1991).",creative,paraphrase_detection,0.52
"Goldman juga mengangkat dividen triwulanan menjadi 25 sen dari 12 sen, mengutip undang -undang pajak baru.","Goldman memutuskan untuk meningkatkan dividen triwulanan menjadi 25 sen per saham dari 12 sen, mengutip undang -undang pajak baru -baru ini sebagai faktor utama di balik perpindahan.",creative,paraphrase_detection,0.5172413793103449
